participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.settled_assets,player.available_assets,player.settled_cash,player.available_cash,group.id_in_subsession,group.ran_ready_function,subsession.round_number,subsession.period_length,subsession.num_assets,subsession.num_states,subsession.asset_endowments,subsession.cash_endowment,subsession.practice,subsession.x,subsession.G,subsession.L,subsession.p1,subsession.p2,subsession.p3,subsession.state,subsession.final_selected_round,subsession.num_rounds,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,58,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,58,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,58,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,58,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,58,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,59,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,60,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,61,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,62,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,63,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,64,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,65,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,66,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,67,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,68,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,69,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,70,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,71,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,72,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
6,1mmds1y8,leeps_5,0,48,600,salience_market,FinalResults,2022-09-03 02:01:51.176754+00:00,1,,,11188,6,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
7,l0a5c6pi,leeps_4,0,48,600,salience_market,FinalResults,2022-09-03 02:02:25.776860+00:00,1,,,10789,7,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
8,7lt45fmp,leeps_3,0,48,600,salience_market,FinalResults,2022-09-03 02:06:05.093246+00:00,1,,,11374,8,,0,,,,,1,,73,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
1,y0toi78l,leeps_6,0,48,600,salience_market,FinalResults,2022-09-03 01:59:08.849080+00:00,1,,,11132,1,,0,,,,,1,,74,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
2,bixvhvud,leeps_8,0,48,600,salience_market,FinalResults,2022-09-03 01:59:12.096038+00:00,1,,,11060,2,,0,,,,,1,,74,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
3,xhmofnk9,leeps_7,0,48,600,salience_market,FinalResults,2022-09-03 01:59:17.037553+00:00,1,,,11335,3,,0,,,,,1,,74,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
4,r0fkpe3n,leeps_1,0,48,600,salience_market,FinalResults,2022-09-03 01:59:25.201581+00:00,1,,,10698,4,,0,,,,,1,,74,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
5,62nui3lo,leeps_2,0,48,600,salience_market,FinalResults,2022-09-03 01:59:44.615647+00:00,1,,,12024,5,,0,,,,,1,,74,,,,,,,,,,,,,,-1,8,dohz8amv,,,,,0
